RUTA   ,Fecha,Agencia,PAUTA,DEVOL,VTA,%
RUTA :05   AEROPUERTO,2025-01-21,VENTANILLA I,80,48,32,60
RUTA :05   AEROPUERTO,2025-01-22,VENTANILLA I,80,51,29,64
RUTA :05   AEROPUERTO,2025-01-23,VENTANILLA I,80,42,38,53
RUTA :05   AEROPUERTO,2025-01-24,VENTANILLA I,80,33,47,41
RUTA :05   AEROPUERTO,2025-01-25,VENTANILLA I,80,33,47,41
RUTA :05   AEROPUERTO,2025-01-26,VENTANILLA I,90,76,14,84
RUTA :05   AEROPUERTO,2025-01-27,VENTANILLA I,80,37,43,46
RUTA :05   AEROPUERTO,2025-01-28,VENTANILLA I,80,42,38,53
RUTA :05   AEROPUERTO,2025-01-29,VENTANILLA I,80,42,38,53
RUTA :05   AEROPUERTO,2025-01-30,VENTANILLA I,80,38,42,48
RUTA :05   AEROPUERTO,2025-01-31,VENTANILLA I,80,32,48,40
RUTA :05   AEROPUERTO,2025-01-01,LOS ROSALES,10,5,5,50
RUTA :05   AEROPUERTO,2025-01-02,LOS ROSALES,15,8,7,53
RUTA :05   AEROPUERTO,2025-01-03,LOS ROSALES,15,8,7,53
RUTA :05   AEROPUERTO,2025-01-04,LOS ROSALES,15,10,5,67
RUTA :05   AEROPUERTO,2025-01-05,LOS ROSALES,20,13,7,65
RUTA :05   AEROPUERTO,2025-01-06,LOS ROSALES,15,9,6,60
RUTA :05   AEROPUERTO,2025-01-07,LOS ROSALES,15,8,7,53
RUTA :05   AEROPUERTO,2025-01-08,LOS ROSALES,15,6,9,40
RUTA :05   AEROPUERTO,2025-01-09,LOS ROSALES,15,10,5,67
RUTA :05   AEROPUERTO,2025-01-10,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-11,LOS ROSALES,15,2,13,13
RUTA :05   AEROPUERTO,2025-01-12,LOS ROSALES,20,8,12,40
RUTA :05   AEROPUERTO,2025-01-13,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-14,LOS ROSALES,15,6,9,40
RUTA :05   AEROPUERTO,2025-01-15,LOS ROSALES,15,11,4,73
RUTA :05   AEROPUERTO,2025-01-16,LOS ROSALES,15,9,6,60
RUTA :05   AEROPUERTO,2025-01-17,LOS ROSALES,15,10,5,67
RUTA :05   AEROPUERTO,2025-01-18,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-19,LOS ROSALES,20,11,9,55
RUTA :05   AEROPUERTO,2025-01-20,LOS ROSALES,15,11,4,73
RUTA :05   AEROPUERTO,2025-01-21,LOS ROSALES,15,10,5,67
RUTA :05   AEROPUERTO,2025-01-22,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-23,LOS ROSALES,15,6,9,40
RUTA :05   AEROPUERTO,2025-01-24,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-25,LOS ROSALES,15,3,12,20
RUTA :05   AEROPUERTO,2025-01-26,LOS ROSALES,20,12,8,60
RUTA :05   AEROPUERTO,2025-01-27,LOS ROSALES,15,2,13,13
RUTA :05   AEROPUERTO,2025-01-28,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-29,LOS ROSALES,15,7,8,47
RUTA :05   AEROPUERTO,2025-01-30,LOS ROSALES,15,11,4,73
RUTA :05   AEROPUERTO,2025-01-31,LOS ROSALES,15,9,6,60
RUTA :05   AEROPUERTO,2025-01-01,ANCON,0,0,0,0
RUTA :05   AEROPUERTO,2025-01-02,ANCON,20,2,18,10
RUTA :05   AEROPUERTO,2025-01-03,ANCON,35,9,26,26
RUTA :05   AEROPUERTO,2025-01-04,ANCON,35,4,31,11
RUTA :05   AEROPUERTO,2025-01-05,ANCON,40,15,25,38
RUTA :05   AEROPUERTO,2025-01-06,ANCON,25,15,10,60
RUTA :05   AEROPUERTO,2025-01-07,ANCON,25,15,10,60
RUTA :05   AEROPUERTO,2025-01-08,ANCON,25,17,8,68
RUTA :05   AEROPUERTO,2025-01-09,ANCON,20,8,12,40
RUTA :05   AEROPUERTO,2025-01-10,ANCON,30,11,19,37
RUTA :05   AEROPUERTO,2025-01-11,ANCON,40,10,30,25
RUTA :05   AEROPUERTO,2025-01-12,ANCON,40,9,31,23
RUTA :05   AEROPUERTO,2025-01-13,ANCON,25,8,17,32
RUTA :05   AEROPUERTO,2025-01-14,ANCON,15,3,12,20
RUTA :05   AEROPUERTO,2025-01-15,ANCON,15,4,11,27
RUTA :05   AEROPUERTO,2025-01-16,ANCON,15,3,12,20
RUTA :05   AEROPUERTO,2025-01-17,ANCON,30,2,28,7
RUTA :05   AEROPUERTO,2025-01-18,ANCON,40,0,40,0
RUTA :05   AEROPUERTO,2025-01-19,ANCON,40,2,38,5
RUTA :05   AEROPUERTO,2025-01-20,ANCON,25,7,18,28
RUTA :05   AEROPUERTO,2025-01-21,ANCON,15,6,9,40
RUTA :05   AEROPUERTO,2025-01-22,ANCON,15,6,9,40
RUTA :05   AEROPUERTO,2025-01-23,ANCON,15,3,12,20
RUTA :05   AEROPUERTO,2025-01-24,ANCON,30,5,25,17
RUTA :05   AEROPUERTO,2025-01-25,ANCON,40,1,39,3
RUTA :05   AEROPUERTO,2025-01-26,ANCON,40,3,37,8
RUTA :05   AEROPUERTO,2025-01-27,ANCON,25,12,13,48
RUTA :05   AEROPUERTO,2025-01-28,ANCON,15,4,11,27
RUTA :05   AEROPUERTO,2025-01-29,ANCON,15,6,9,40
RUTA :05   AEROPUERTO,2025-01-30,ANCON,15,2,13,13
RUTA :05   AEROPUERTO,2025-01-31,ANCON,30,9,21,30
RUTA :05   AEROPUERTO,2025-01-01,CIUDAD DE PAP,140,57,83,41
RUTA :05   AEROPUERTO,2025-01-02,CIUDAD DE PAP,140,52,88,37
RUTA :05   AEROPUERTO,2025-01-03,CIUDAD DE PAP,140,57,83,41
RUTA :05   AEROPUERTO,2025-01-04,CIUDAD DE PAP,140,72,68,51
RUTA :05   AEROPUERTO,2025-01-05,CIUDAD DE PAP,180,113,67,63
RUTA :05   AEROPUERTO,2025-01-06,CIUDAD DE PAP,140,63,77,45
RUTA :05   AEROPUERTO,2025-01-07,CIUDAD DE PAP,140,72,68,51
RUTA :05   AEROPUERTO,2025-01-08,CIUDAD DE PAP,140,63,77,45
RUTA :05   AEROPUERTO,2025-01-09,CIUDAD DE PAP,140,71,69,51
RUTA :05   AEROPUERTO,2025-01-10,CIUDAD DE PAP,140,63,77,45
RUTA :05   AEROPUERTO,2025-01-11,CIUDAD DE PAP,140,65,75,46
RUTA :05   AEROPUERTO,2025-01-12,CIUDAD DE PAP,180,130,50,72
RUTA :05   AEROPUERTO,2025-01-13,CIUDAD DE PAP,140,68,72,49
RUTA :05   AEROPUERTO,2025-01-14,CIUDAD DE PAP,140,64,76,46
RUTA :05   AEROPUERTO,2025-01-15,CIUDAD DE PAP,140,67,73,48
RUTA :05   AEROPUERTO,2025-01-16,CIUDAD DE PAP,140,69,71,49
RUTA :05   AEROPUERTO,2025-01-17,CIUDAD DE PAP,140,67,73,48
RUTA :05   AEROPUERTO,2025-01-18,CIUDAD DE PAP,140,98,42,70
RUTA :05   AEROPUERTO,2025-01-19,CIUDAD DE PAP,180,73,107,41
RUTA :05   AEROPUERTO,2025-01-20,CIUDAD DE PAP,140,96,44,69
RUTA :05   AEROPUERTO,2025-01-21,CIUDAD DE PAP,140,63,77,45
RUTA :05   AEROPUERTO,2025-01-22,CIUDAD DE PAP,140,72,68,51
RUTA :05   AEROPUERTO,2025-01-23,CIUDAD DE PAP,140,71,69,51
RUTA :05   AEROPUERTO,2025-01-24,CIUDAD DE PAP,140,49,91,35
RUTA :05   AEROPUERTO,2025-01-25,CIUDAD DE PAP,140,54,86,39
RUTA :05   AEROPUERTO,2025-01-26,CIUDAD DE PAP,180,123,57,68
RUTA :05   AEROPUERTO,2025-01-27,CIUDAD DE PAP,140,56,84,40
RUTA :05   AEROPUERTO,2025-01-28,CIUDAD DE PAP,140,61,79,44
RUTA :05   AEROPUERTO,2025-01-29,CIUDAD DE PAP,140,68,72,49
RUTA :05   AEROPUERTO,2025-01-30,CIUDAD DE PAP,140,72,68,51
RUTA :05   AEROPUERTO,2025-01-31,CIUDAD DE PAP,140,64,76,46
RUTA :05   AEROPUERTO,2025-01-01,PUENTE PIEDRA,130,63,67,48
RUTA :05   AEROPUERTO,2025-01-02,PUENTE PIEDRA,150,61,89,41
RUTA :05   AEROPUERTO,2025-01-03,PUENTE PIEDRA,150,63,87,42
RUTA :05   AEROPUERTO,2025-01-04,PUENTE PIEDRA,150,57,93,38
RUTA :05   AEROPUERTO,2025-01-05,PUENTE PIEDRA,175,88,87,50
RUTA :05   AEROPUERTO,2025-01-06,PUENTE PIEDRA,150,62,88,41
RUTA :05   AEROPUERTO,2025-01-07,PUENTE PIEDRA,150,71,79,47
RUTA :05   AEROPUERTO,2025-01-08,PUENTE PIEDRA,150,77,73,51
RUTA :05   AEROPUERTO,2025-01-09,PUENTE PIEDRA,150,76,74,51
RUTA :05   AEROPUERTO,2025-01-10,PUENTE PIEDRA,150,55,95,37
RUTA :05   AEROPUERTO,2025-01-11,PUENTE PIEDRA,150,67,83,45
RUTA :05   AEROPUERTO,2025-01-12,PUENTE PIEDRA,175,112,63,64
RUTA :05   AEROPUERTO,2025-01-13,PUENTE PIEDRA,150,62,88,41
RUTA :05   AEROPUERTO,2025-01-14,PUENTE PIEDRA,150,69,81,46
RUTA :05   AEROPUERTO,2025-01-15,PUENTE PIEDRA,150,76,74,51
RUTA :05   AEROPUERTO,2025-01-16,PUENTE PIEDRA,150,73,77,49
RUTA :05   AEROPUERTO,2025-01-17,PUENTE PIEDRA,150,76,74,51
RUTA :05   AEROPUERTO,2025-01-18,PUENTE PIEDRA,150,105,45,70
RUTA :05   AEROPUERTO,2025-01-19,PUENTE PIEDRA,175,74,101,42
RUTA :05   AEROPUERTO,2025-01-20,PUENTE PIEDRA,150,65,85,43
RUTA :05   AEROPUERTO,2025-01-21,PUENTE PIEDRA,150,70,80,47
RUTA :05   AEROPUERTO,2025-01-22,PUENTE PIEDRA,150,64,86,43
RUTA :05   AEROPUERTO,2025-01-23,PUENTE PIEDRA,150,68,82,45
RUTA :05   AEROPUERTO,2025-01-24,PUENTE PIEDRA,150,55,95,37
RUTA :05   AEROPUERTO,2025-01-25,PUENTE PIEDRA,150,67,83,45
RUTA :05   AEROPUERTO,2025-01-26,PUENTE PIEDRA,175,110,65,63
RUTA :05   AEROPUERTO,2025-01-27,PUENTE PIEDRA,150,60,90,40
RUTA :05   AEROPUERTO,2025-01-28,PUENTE PIEDRA,150,71,79,47
RUTA :05   AEROPUERTO,2025-01-29,PUENTE PIEDRA,150,70,80,47
RUTA :05   AEROPUERTO,2025-01-30,PUENTE PIEDRA,150,78,72,52
RUTA :05   AEROPUERTO,2025-01-31,PUENTE PIEDRA,150,74,76,49
RUTA :06   COMAS,2025-01-01,PLAZA UNION,0,0,0,0
RUTA :06   COMAS,2025-01-02,PLAZA UNION,425,261,164,61
RUTA :06   COMAS,2025-01-03,PLAZA UNION,425,261,164,61
RUTA :06   COMAS,2025-01-04,PLAZA UNION,425,247,178,58
RUTA :06   COMAS,2025-01-05,PLAZA UNION,400,207,193,52
RUTA :06   COMAS,2025-01-06,PLAZA UNION,425,225,200,53
RUTA :06   COMAS,2025-01-07,PLAZA UNION,425,275,150,65
RUTA :06   COMAS,2025-01-08,PLAZA UNION,425,232,193,55
RUTA :06   COMAS,2025-01-09,PLAZA UNION,425,242,183,57
RUTA :06   COMAS,2025-01-10,PLAZA UNION,425,267,158,63
RUTA :06   COMAS,2025-01-11,PLAZA UNION,425,236,189,56
RUTA :06   COMAS,2025-01-12,PLAZA UNION,400,241,159,60
RUTA :06   COMAS,2025-01-13,PLAZA UNION,425,241,184,57
RUTA :06   COMAS,2025-01-14,PLAZA UNION,425,253,172,60
RUTA :06   COMAS,2025-01-15,PLAZA UNION,425,245,180,58
RUTA :06   COMAS,2025-01-16,PLAZA UNION,425,249,176,59
RUTA :06   COMAS,2025-01-17,PLAZA UNION,425,259,166,61
RUTA :06   COMAS,2025-01-18,PLAZA UNION,425,214,211,50
RUTA :06   COMAS,2025-01-19,PLAZA UNION,400,270,130,68
RUTA :06   COMAS,2025-01-20,PLAZA UNION,425,231,194,54
RUTA :06   COMAS,2025-01-21,PLAZA UNION,425,262,163,62
RUTA :06   COMAS,2025-01-22,PLAZA UNION,425,270,155,64
RUTA :06   COMAS,2025-01-23,PLAZA UNION,425,255,170,60
RUTA :06   COMAS,2025-01-24,PLAZA UNION,425,220,205,52
RUTA :06   COMAS,2025-01-25,PLAZA UNION,425,248,177,58
RUTA :06   COMAS,2025-01-26,PLAZA UNION,400,235,165,59
RUTA :06   COMAS,2025-01-27,PLAZA UNION,425,255,170,60
RUTA :06   COMAS,2025-01-28,PLAZA UNION,425,256,169,60
RUTA :06   COMAS,2025-01-29,PLAZA UNION,425,260,165,61
RUTA :06   COMAS,2025-01-30,PLAZA UNION,425,261,164,61
RUTA :06   COMAS,2025-01-31,PLAZA UNION,425,262,163,62
RUTA :06   COMAS,2025-01-01,RIMAC PAITA,110,75,35,68
RUTA :06   COMAS,2025-01-02,RIMAC PAITA,100,48,52,48
RUTA :06   COMAS,2025-01-03,RIMAC PAITA,100,54,46,54
RUTA :06   COMAS,2025-01-04,RIMAC PAITA,100,52,48,52
RUTA :06   COMAS,2025-01-05,RIMAC PAITA,100,54,46,54
RUTA :06   COMAS,2025-01-06,RIMAC PAITA,100,63,37,63
RUTA :06   COMAS,2025-01-07,RIMAC PAITA,100,64,36,64
RUTA :06   COMAS,2025-01-08,RIMAC PAITA,100,62,38,62
RUTA :06   COMAS,2025-01-09,RIMAC PAITA,100,64,36,64
RUTA :06   COMAS,2025-01-10,RIMAC PAITA,100,66,34,66
RUTA :06   COMAS,2025-01-11,RIMAC PAITA,100,64,36,64
RUTA :06   COMAS,2025-01-12,RIMAC PAITA,100,62,38,62
RUTA :06   COMAS,2025-01-13,RIMAC PAITA,100,55,45,55
RUTA :06   COMAS,2025-01-14,RIMAC PAITA,100,66,34,66
RUTA :06   COMAS,2025-01-15,RIMAC PAITA,100,70,30,70
RUTA :06   COMAS,2025-01-16,RIMAC PAITA,100,67,33,67
RUTA :06   COMAS,2025-01-17,RIMAC PAITA,100,59,41,59
RUTA :06   COMAS,2025-01-18,RIMAC PAITA,100,56,44,56
RUTA :06   COMAS,2025-01-19,RIMAC PAITA,100,54,46,54
RUTA :06   COMAS,2025-01-20,RIMAC PAITA,100,57,43,57
RUTA :06   COMAS,2025-01-21,RIMAC PAITA,100,64,36,64
RUTA :06   COMAS,2025-01-22,RIMAC PAITA,100,61,39,61
RUTA :06   COMAS,2025-01-23,RIMAC PAITA,100,60,40,60
RUTA :06   COMAS,2025-01-24,RIMAC PAITA,100,48,52,48
RUTA :06   COMAS,2025-01-25,RIMAC PAITA,100,59,41,59
RUTA :06   COMAS,2025-01-26,RIMAC PAITA,100,48,52,48
RUTA :06   COMAS,2025-01-27,RIMAC PAITA,100,59,41,59
RUTA :06   COMAS,2025-01-28,RIMAC PAITA,100,52,48,52
RUTA :06   COMAS,2025-01-29,RIMAC PAITA,100,64,36,64
RUTA :06   COMAS,2025-01-30,RIMAC PAITA,100,66,34,66
RUTA :06   COMAS,2025-01-31,RIMAC PAITA,100,64,36,64
RUTA :06   COMAS,2025-01-01,RIMAC INCA,110,73,37,66
RUTA :06   COMAS,2025-01-02,RIMAC INCA,110,42,68,38
RUTA :06   COMAS,2025-01-03,RIMAC INCA,110,49,61,45
RUTA :06   COMAS,2025-01-04,RIMAC INCA,110,41,69,37
RUTA :06   COMAS,2025-01-05,RIMAC INCA,125,60,65,48
RUTA :06   COMAS,2025-01-06,RIMAC INCA,110,55,55,50
RUTA :06   COMAS,2025-01-07,RIMAC INCA,110,56,54,51
RUTA :06   COMAS,2025-01-08,RIMAC INCA,110,53,57,48
RUTA :06   COMAS,2025-01-09,RIMAC INCA,110,51,59,46
RUTA :06   COMAS,2025-01-10,RIMAC INCA,110,57,53,52
RUTA :06   COMAS,2025-01-11,RIMAC INCA,110,48,62,44
RUTA :06   COMAS,2025-01-12,RIMAC INCA,125,47,78,38
RUTA :06   COMAS,2025-01-13,RIMAC INCA,110,50,60,45
RUTA :06   COMAS,2025-01-14,RIMAC INCA,110,60,50,55
RUTA :06   COMAS,2025-01-15,RIMAC INCA,110,57,53,52
RUTA :06   COMAS,2025-01-16,RIMAC INCA,110,61,49,55
RUTA :06   COMAS,2025-01-17,RIMAC INCA,110,51,59,46
RUTA :06   COMAS,2025-01-18,RIMAC INCA,110,42,68,38
RUTA :06   COMAS,2025-01-19,RIMAC INCA,125,60,65,48
RUTA :06   COMAS,2025-01-20,RIMAC INCA,110,54,56,49
RUTA :06   COMAS,2025-01-21,RIMAC INCA,110,47,63,43
RUTA :06   COMAS,2025-01-22,RIMAC INCA,110,54,56,49
RUTA :06   COMAS,2025-01-23,RIMAC INCA,110,64,46,58
RUTA :06   COMAS,2025-01-24,RIMAC INCA,110,46,64,42
RUTA :06   COMAS,2025-01-25,RIMAC INCA,110,54,56,49
RUTA :06   COMAS,2025-01-26,RIMAC INCA,125,63,62,50
RUTA :06   COMAS,2025-01-27,RIMAC INCA,110,58,52,53
RUTA :06   COMAS,2025-01-28,RIMAC INCA,110,63,47,57
RUTA :06   COMAS,2025-01-29,RIMAC INCA,110,68,42,62
RUTA :06   COMAS,2025-01-30,RIMAC INCA,110,65,45,59
RUTA :06   COMAS,2025-01-31,RIMAC INCA,110,63,47,57
RUTA :06   COMAS,2025-01-01,ERMITAÑO,0,0,0,0
RUTA :06   COMAS,2025-01-02,ERMITAÑO,150,82,68,55
RUTA :06   COMAS,2025-01-03,ERMITAÑO,150,79,71,53
RUTA :06   COMAS,2025-01-04,ERMITAÑO,150,65,85,43
RUTA :06   COMAS,2025-01-05,ERMITAÑO,180,108,72,60
RUTA :06   COMAS,2025-01-06,ERMITAÑO,150,94,56,63
RUTA :06   COMAS,2025-01-07,ERMITAÑO,150,92,58,61
RUTA :06   COMAS,2025-01-08,ERMITAÑO,150,83,67,55
RUTA :06   COMAS,2025-01-09,ERMITAÑO,150,96,54,64
RUTA :06   COMAS,2025-01-10,ERMITAÑO,150,90,60,60
RUTA :06   COMAS,2025-01-11,ERMITAÑO,150,73,77,49
RUTA :06   COMAS,2025-01-12,ERMITAÑO,180,106,74,59
RUTA :06   COMAS,2025-01-13,ERMITAÑO,150,79,71,53
RUTA :06   COMAS,2025-01-14,ERMITAÑO,150,78,72,52
RUTA :06   COMAS,2025-01-15,ERMITAÑO,150,82,68,55
RUTA :06   COMAS,2025-01-16,ERMITAÑO,150,91,59,61
RUTA :06   COMAS,2025-01-17,ERMITAÑO,150,97,53,65
RUTA :06   COMAS,2025-01-18,ERMITAÑO,150,95,55,63
RUTA :06   COMAS,2025-01-19,ERMITAÑO,180,105,75,58
RUTA :06   COMAS,2025-01-20,ERMITAÑO,150,79,71,53
RUTA :06   COMAS,2025-01-21,ERMITAÑO,150,91,59,61
RUTA :06   COMAS,2025-01-22,ERMITAÑO,150,89,61,59
RUTA :06   COMAS,2025-01-23,ERMITAÑO,150,90,60,60
RUTA :06   COMAS,2025-01-24,ERMITAÑO,150,75,75,50
RUTA :06   COMAS,2025-01-25,ERMITAÑO,150,80,70,53
RUTA :06   COMAS,2025-01-26,ERMITAÑO,180,106,74,59
RUTA :06   COMAS,2025-01-27,ERMITAÑO,150,96,54,64
RUTA :06   COMAS,2025-01-28,ERMITAÑO,150,90,60,60
RUTA :06   COMAS,2025-01-29,ERMITAÑO,150,95,55,63
RUTA :06   COMAS,2025-01-30,ERMITAÑO,150,81,69,54
RUTA :06   COMAS,2025-01-31,ERMITAÑO,150,88,62,59
RUTA :06   COMAS,2025-01-01,COMAS,0,0,0,0
RUTA :06   COMAS,2025-01-02,COMAS,250,114,136,46
RUTA :06   COMAS,2025-01-03,COMAS,250,129,121,52
RUTA :06   COMAS,2025-01-04,COMAS,250,133,117,53
RUTA :06   COMAS,2025-01-05,COMAS,300,157,143,52
RUTA :06   COMAS,2025-01-06,COMAS,250,188,62,75
RUTA :06   COMAS,2025-01-07,COMAS,250,187,63,75
RUTA :06   COMAS,2025-01-08,COMAS,250,191,59,76
RUTA :06   COMAS,2025-01-09,COMAS,250,181,69,72
RUTA :06   COMAS,2025-01-10,COMAS,250,191,59,76
RUTA :06   COMAS,2025-01-11,COMAS,250,168,82,67
RUTA :06   COMAS,2025-01-12,COMAS,300,159,141,53
RUTA :06   COMAS,2025-01-13,COMAS,250,169,81,68
RUTA :06   COMAS,2025-01-14,COMAS,250,199,51,80
RUTA :06   COMAS,2025-01-15,COMAS,250,190,60,76
RUTA :06   COMAS,2025-01-16,COMAS,250,185,65,74
RUTA :06   COMAS,2025-01-17,COMAS,250,185,65,74
RUTA :06   COMAS,2025-01-18,COMAS,250,146,104,58
RUTA :06   COMAS,2025-01-19,COMAS,300,161,139,54
RUTA :06   COMAS,2025-01-20,COMAS,250,175,75,70
RUTA :06   COMAS,2025-01-21,COMAS,250,142,108,57
RUTA :06   COMAS,2025-01-22,COMAS,250,186,64,74
RUTA :06   COMAS,2025-01-23,COMAS,250,175,75,70
RUTA :06   COMAS,2025-01-24,COMAS,250,190,60,76
RUTA :06   COMAS,2025-01-25,COMAS,250,173,77,69
RUTA :06   COMAS,2025-01-26,COMAS,300,167,133,56
RUTA :06   COMAS,2025-01-27,COMAS,250,138,112,55
RUTA :06   COMAS,2025-01-28,COMAS,250,183,67,73
RUTA :06   COMAS,2025-01-29,COMAS,250,170,80,68
RUTA :06   COMAS,2025-01-30,COMAS,250,181,69,72
RUTA :06   COMAS,2025-01-31,COMAS,250,191,59,76
RUTA :06   COMAS,2025-01-01,LOS OLIVOS,0,0,0,0
RUTA :06   COMAS,2025-01-02,LOS OLIVOS,250,91,159,36
RUTA :06   COMAS,2025-01-03,LOS OLIVOS,250,95,155,38
RUTA :06   COMAS,2025-01-04,LOS OLIVOS,250,84,166,34
RUTA :06   COMAS,2025-01-05,LOS OLIVOS,300,147,153,49
RUTA :06   COMAS,2025-01-06,LOS OLIVOS,250,176,74,70
RUTA :06   COMAS,2025-01-07,LOS OLIVOS,250,152,98,61
RUTA :06   COMAS,2025-01-08,LOS OLIVOS,250,165,85,66
RUTA :06   COMAS,2025-01-09,LOS OLIVOS,250,165,85,66
RUTA :06   COMAS,2025-01-10,LOS OLIVOS,250,153,97,61
RUTA :06   COMAS,2025-01-11,LOS OLIVOS,250,158,92,63
RUTA :06   COMAS,2025-01-12,LOS OLIVOS,300,172,128,57
RUTA :06   COMAS,2025-01-13,LOS OLIVOS,250,154,96,62
RUTA :06   COMAS,2025-01-14,LOS OLIVOS,250,161,89,64
RUTA :06   COMAS,2025-01-15,LOS OLIVOS,250,174,76,70
RUTA :06   COMAS,2025-01-16,LOS OLIVOS,250,168,82,67
RUTA :06   COMAS,2025-01-17,LOS OLIVOS,250,172,78,69
RUTA :06   COMAS,2025-01-18,LOS OLIVOS,250,141,109,56
RUTA :06   COMAS,2025-01-19,LOS OLIVOS,300,176,124,59
RUTA :06   COMAS,2025-01-20,LOS OLIVOS,250,163,87,65
RUTA :06   COMAS,2025-01-21,LOS OLIVOS,250,174,76,70
RUTA :06   COMAS,2025-01-22,LOS OLIVOS,250,165,85,66
RUTA :06   COMAS,2025-01-23,LOS OLIVOS,250,180,70,72
RUTA :06   COMAS,2025-01-24,LOS OLIVOS,250,145,105,58
RUTA :06   COMAS,2025-01-25,LOS OLIVOS,250,161,89,64
RUTA :06   COMAS,2025-01-26,LOS OLIVOS,300,162,138,54
RUTA :06   COMAS,2025-01-27,LOS OLIVOS,250,151,99,60
RUTA :06   COMAS,2025-01-28,LOS OLIVOS,250,160,90,64
RUTA :06   COMAS,2025-01-29,LOS OLIVOS,250,161,89,64
RUTA :06   COMAS,2025-01-30,LOS OLIVOS,250,177,73,71
RUTA :06   COMAS,2025-01-31,LOS OLIVOS,250,155,95,62
RUTA :06   COMAS,2025-01-01,CARABAYLLO,100,42,58,42
RUTA :06   COMAS,2025-01-02,CARABAYLLO,100,45,55,45
RUTA :06   COMAS,2025-01-03,CARABAYLLO,100,52,48,52
RUTA :06   COMAS,2025-01-04,CARABAYLLO,110,55,55,50
RUTA :06   COMAS,2025-01-05,CARABAYLLO,125,39,86,31
RUTA :06   COMAS,2025-01-06,CARABAYLLO,110,63,47,57
RUTA :06   COMAS,2025-01-07,CARABAYLLO,110,58,52,53
RUTA :06   COMAS,2025-01-08,CARABAYLLO,110,64,46,58
RUTA :06   COMAS,2025-01-09,CARABAYLLO,110,60,50,55
RUTA :06   COMAS,2025-01-10,CARABAYLLO,110,58,52,53
RUTA :06   COMAS,2025-01-11,CARABAYLLO,110,53,57,48
RUTA :06   COMAS,2025-01-12,CARABAYLLO,125,62,63,50
RUTA :06   COMAS,2025-01-13,CARABAYLLO,110,56,54,51
RUTA :06   COMAS,2025-01-14,CARABAYLLO,110,68,42,62
RUTA :06   COMAS,2025-01-15,CARABAYLLO,110,59,51,54
RUTA :06   COMAS,2025-01-16,CARABAYLLO,110,57,53,52
RUTA :06   COMAS,2025-01-17,CARABAYLLO,110,62,48,56
RUTA :06   COMAS,2025-01-18,CARABAYLLO,110,56,54,51
RUTA :06   COMAS,2025-01-19,CARABAYLLO,125,54,71,43
RUTA :06   COMAS,2025-01-20,CARABAYLLO,110,55,55,50
RUTA :06   COMAS,2025-01-21,CARABAYLLO,110,64,46,58
RUTA :06   COMAS,2025-01-22,CARABAYLLO,110,57,53,52
RUTA :06   COMAS,2025-01-23,CARABAYLLO,110,77,33,70
RUTA :06   COMAS,2025-01-24,CARABAYLLO,110,55,55,50
RUTA :06   COMAS,2025-01-25,CARABAYLLO,110,56,54,51
RUTA :06   COMAS,2025-01-26,CARABAYLLO,125,56,69,45
RUTA :06   COMAS,2025-01-27,CARABAYLLO,110,62,48,56
RUTA :06   COMAS,2025-01-28,CARABAYLLO,110,63,47,57
RUTA :06   COMAS,2025-01-29,CARABAYLLO,110,81,29,74
RUTA :06   COMAS,2025-01-30,CARABAYLLO,110,66,44,60
RUTA :06   COMAS,2025-01-31,CARABAYLLO,110,60,50,55
RUTA :06   COMAS,2025-01-01,PRO,100,38,62,38
RUTA :06   COMAS,2025-01-02,PRO,110,42,68,38
RUTA :06   COMAS,2025-01-03,PRO,110,41,69,37
RUTA :06   COMAS,2025-01-04,PRO,110,32,78,29
RUTA :06   COMAS,2025-01-05,PRO,120,77,43,64
RUTA :06   COMAS,2025-01-06,PRO,110,84,26,76
RUTA :06   COMAS,2025-01-07,PRO,110,84,26,76
RUTA :06   COMAS,2025-01-08,PRO,110,80,30,73
RUTA :06   COMAS,2025-01-09,PRO,110,85,25,77
RUTA :06   COMAS,2025-01-10,PRO,110,81,29,74
RUTA :06   COMAS,2025-01-11,PRO,110,80,30,73
RUTA :06   COMAS,2025-01-12,PRO,120,77,43,64
RUTA :06   COMAS,2025-01-13,PRO,110,83,27,75
RUTA :06   COMAS,2025-01-14,PRO,110,74,36,67
RUTA :06   COMAS,2025-01-15,PRO,110,83,27,75
RUTA :06   COMAS,2025-01-16,PRO,110,80,30,73
RUTA :06   COMAS,2025-01-17,PRO,110,82,28,75
RUTA :06   COMAS,2025-01-18,PRO,110,78,32,71
RUTA :06   COMAS,2025-01-19,PRO,120,88,32,73
RUTA :06   COMAS,2025-01-20,PRO,110,79,31,72
RUTA :06   COMAS,2025-01-21,PRO,110,78,32,71
RUTA :06   COMAS,2025-01-22,PRO,110,91,19,83
RUTA :06   COMAS,2025-01-23,PRO,110,87,23,79
RUTA :06   COMAS,2025-01-24,PRO,110,76,34,69
