RUTA   ,Fecha,Agencia,PAUTA,DEVOL,VTA,%
RUTA :06   COMAS,2025-01-25,PRO,110,82,28,75
RUTA :06   COMAS,2025-01-26,PRO,120,79,41,66
RUTA :06   COMAS,2025-01-27,PRO,110,89,21,81
RUTA :06   COMAS,2025-01-28,PRO,110,77,33,70
RUTA :06   COMAS,2025-01-29,PRO,110,80,30,73
RUTA :06   COMAS,2025-01-30,PRO,110,85,25,77
RUTA :06   COMAS,2025-01-31,PRO,110,88,22,80
RUTA :07   CANTO GRANDE,2025-01-01,PLAZA GRAU    ,0,0,0,0
RUTA :07   CANTO GRANDE,2025-01-02,PLAZA GRAU    ,80,33,47,41
RUTA :07   CANTO GRANDE,2025-01-03,PLAZA GRAU    ,80,47,33,59
RUTA :07   CANTO GRANDE,2025-01-04,PLAZA GRAU    ,80,38,42,48
RUTA :07   CANTO GRANDE,2025-01-05,PLAZA GRAU    ,80,48,32,60
RUTA :07   CANTO GRANDE,2025-01-06,PLAZA GRAU    ,80,41,39,51
RUTA :07   CANTO GRANDE,2025-01-07,PLAZA GRAU    ,80,42,38,53
RUTA :07   CANTO GRANDE,2025-01-08,PLAZA GRAU    ,80,49,31,61
RUTA :07   CANTO GRANDE,2025-01-09,PLAZA GRAU    ,80,40,40,50
RUTA :07   CANTO GRANDE,2025-01-10,PLAZA GRAU    ,80,47,33,59
RUTA :07   CANTO GRANDE,2025-01-11,PLAZA GRAU    ,80,34,46,43
RUTA :07   CANTO GRANDE,2025-01-12,PLAZA GRAU    ,80,44,36,55
RUTA :07   CANTO GRANDE,2025-01-13,PLAZA GRAU    ,80,41,39,51
RUTA :07   CANTO GRANDE,2025-01-14,PLAZA GRAU    ,80,37,43,46
RUTA :07   CANTO GRANDE,2025-01-15,PLAZA GRAU    ,80,41,39,51
RUTA :07   CANTO GRANDE,2025-01-16,PLAZA GRAU    ,80,41,39,51
RUTA :07   CANTO GRANDE,2025-01-17,PLAZA GRAU    ,80,49,31,61
RUTA :07   CANTO GRANDE,2025-01-18,PLAZA GRAU    ,80,47,33,59
RUTA :07   CANTO GRANDE,2025-01-19,PLAZA GRAU    ,80,30,50,38
RUTA :07   CANTO GRANDE,2025-01-20,PLAZA GRAU    ,80,28,52,35
RUTA :07   CANTO GRANDE,2025-01-21,PLAZA GRAU    ,80,39,41,49
RUTA :07   CANTO GRANDE,2025-01-22,PLAZA GRAU    ,80,41,39,51
RUTA :07   CANTO GRANDE,2025-01-23,PLAZA GRAU    ,80,41,39,51
RUTA :07   CANTO GRANDE,2025-01-24,PLAZA GRAU    ,80,28,52,35
RUTA :07   CANTO GRANDE,2025-01-25,PLAZA GRAU    ,80,88,8,110
RUTA :07   CANTO GRANDE,2025-01-26,PLAZA GRAU    ,120,32,88,27
RUTA :07   CANTO GRANDE,2025-01-27,PLAZA GRAU    ,80,36,44,45
RUTA :07   CANTO GRANDE,2025-01-28,PLAZA GRAU    ,80,37,43,46
RUTA :07   CANTO GRANDE,2025-01-29,PLAZA GRAU    ,80,48,32,60
RUTA :07   CANTO GRANDE,2025-01-30,PLAZA GRAU    ,80,36,44,45
RUTA :07   CANTO GRANDE,2025-01-31,PLAZA GRAU    ,80,42,38,53
RUTA :07   CANTO GRANDE,2025-01-01,CENTRO,120,82,38,68
RUTA :07   CANTO GRANDE,2025-01-02,CENTRO,180,68,112,38
RUTA :07   CANTO GRANDE,2025-01-03,CENTRO,180,58,122,32
RUTA :07   CANTO GRANDE,2025-01-04,CENTRO,130,51,79,39
RUTA :07   CANTO GRANDE,2025-01-05,CENTRO,130,71,59,55
RUTA :07   CANTO GRANDE,2025-01-06,CENTRO,180,69,111,38
RUTA :07   CANTO GRANDE,2025-01-07,CENTRO,180,60,120,33
RUTA :07   CANTO GRANDE,2025-01-08,CENTRO,180,78,102,43
RUTA :07   CANTO GRANDE,2025-01-09,CENTRO,180,59,121,33
RUTA :07   CANTO GRANDE,2025-01-10,CENTRO,180,77,103,43
RUTA :07   CANTO GRANDE,2025-01-11,CENTRO,130,48,82,37
RUTA :07   CANTO GRANDE,2025-01-12,CENTRO,130,78,52,60
RUTA :07   CANTO GRANDE,2025-01-13,CENTRO,180,47,133,26
RUTA :07   CANTO GRANDE,2025-01-14,CENTRO,180,70,110,39
RUTA :07   CANTO GRANDE,2025-01-15,CENTRO,180,68,112,38
RUTA :07   CANTO GRANDE,2025-01-16,CENTRO,180,87,93,48
RUTA :07   CANTO GRANDE,2025-01-17,CENTRO,180,62,118,34
RUTA :07   CANTO GRANDE,2025-01-18,CENTRO,130,35,95,27
RUTA :07   CANTO GRANDE,2025-01-19,CENTRO,130,60,70,46
RUTA :07   CANTO GRANDE,2025-01-20,CENTRO,180,64,116,36
RUTA :07   CANTO GRANDE,2025-01-21,CENTRO,180,70,110,39
RUTA :07   CANTO GRANDE,2025-01-22,CENTRO,180,69,111,38
RUTA :07   CANTO GRANDE,2025-01-23,CENTRO,180,76,104,42
RUTA :07   CANTO GRANDE,2025-01-24,CENTRO,180,54,126,30
RUTA :07   CANTO GRANDE,2025-01-25,CENTRO,130,52,78,40
RUTA :07   CANTO GRANDE,2025-01-26,CENTRO,130,107,23,82
RUTA :07   CANTO GRANDE,2025-01-27,CENTRO,180,55,125,31
RUTA :07   CANTO GRANDE,2025-01-28,CENTRO,180,70,110,39
RUTA :07   CANTO GRANDE,2025-01-29,CENTRO,180,73,107,41
RUTA :07   CANTO GRANDE,2025-01-30,CENTRO,180,82,98,46
RUTA :07   CANTO GRANDE,2025-01-31,CENTRO,180,75,105,42
RUTA :07   CANTO GRANDE,2025-01-01,SANTA ROSA,120,89,31,74
RUTA :07   CANTO GRANDE,2025-01-02,SANTA ROSA,200,68,132,34
RUTA :07   CANTO GRANDE,2025-01-03,SANTA ROSA,200,67,133,34
RUTA :07   CANTO GRANDE,2025-01-04,SANTA ROSA,130,45,85,35
RUTA :07   CANTO GRANDE,2025-01-05,SANTA ROSA,130,62,68,48
RUTA :07   CANTO GRANDE,2025-01-06,SANTA ROSA,200,57,143,28
RUTA :07   CANTO GRANDE,2025-01-07,SANTA ROSA,200,67,133,34
RUTA :07   CANTO GRANDE,2025-01-08,SANTA ROSA,200,63,137,32
RUTA :07   CANTO GRANDE,2025-01-09,SANTA ROSA,200,68,132,34
RUTA :07   CANTO GRANDE,2025-01-10,SANTA ROSA,200,103,97,52
RUTA :07   CANTO GRANDE,2025-01-11,SANTA ROSA,130,47,83,36
RUTA :07   CANTO GRANDE,2025-01-12,SANTA ROSA,130,93,37,72
RUTA :07   CANTO GRANDE,2025-01-13,SANTA ROSA,200,45,155,23
RUTA :07   CANTO GRANDE,2025-01-14,SANTA ROSA,200,71,129,36
RUTA :07   CANTO GRANDE,2025-01-15,SANTA ROSA,200,61,139,31
RUTA :07   CANTO GRANDE,2025-01-16,SANTA ROSA,200,62,138,31
RUTA :07   CANTO GRANDE,2025-01-17,SANTA ROSA,200,68,132,34
RUTA :07   CANTO GRANDE,2025-01-18,SANTA ROSA,130,46,84,35
RUTA :07   CANTO GRANDE,2025-01-19,SANTA ROSA,130,173,43,133
RUTA :07   CANTO GRANDE,2025-01-20,SANTA ROSA,200,57,143,28
RUTA :07   CANTO GRANDE,2025-01-21,SANTA ROSA,200,56,144,28
RUTA :07   CANTO GRANDE,2025-01-22,SANTA ROSA,200,70,130,35
RUTA :07   CANTO GRANDE,2025-01-23,SANTA ROSA,200,66,134,33
RUTA :07   CANTO GRANDE,2025-01-24,SANTA ROSA,200,48,152,24
RUTA :07   CANTO GRANDE,2025-01-25,SANTA ROSA,130,47,83,36
RUTA :07   CANTO GRANDE,2025-01-26,SANTA ROSA,130,94,36,72
RUTA :07   CANTO GRANDE,2025-01-27,SANTA ROSA,200,58,142,29
RUTA :07   CANTO GRANDE,2025-01-28,SANTA ROSA,200,47,153,24
RUTA :07   CANTO GRANDE,2025-01-29,SANTA ROSA,200,57,143,28
RUTA :07   CANTO GRANDE,2025-01-30,SANTA ROSA,200,67,133,34
RUTA :07   CANTO GRANDE,2025-01-31,SANTA ROSA,200,60,140,30
RUTA :07   CANTO GRANDE,2025-01-01,ACHO,0,0,0,0
RUTA :07   CANTO GRANDE,2025-01-02,ACHO,70,35,35,50
RUTA :07   CANTO GRANDE,2025-01-03,ACHO,70,32,38,46
RUTA :07   CANTO GRANDE,2025-01-04,ACHO,70,38,32,54
RUTA :07   CANTO GRANDE,2025-01-05,ACHO,60,23,37,38
RUTA :07   CANTO GRANDE,2025-01-06,ACHO,70,33,37,47
RUTA :07   CANTO GRANDE,2025-01-07,ACHO,70,35,35,50
RUTA :07   CANTO GRANDE,2025-01-08,ACHO,70,36,34,51
RUTA :07   CANTO GRANDE,2025-01-09,ACHO,70,28,42,40
RUTA :07   CANTO GRANDE,2025-01-10,ACHO,70,29,41,41
RUTA :07   CANTO GRANDE,2025-01-11,ACHO,70,31,39,44
RUTA :07   CANTO GRANDE,2025-01-12,ACHO,60,42,18,70
RUTA :07   CANTO GRANDE,2025-01-13,ACHO,70,33,37,47
RUTA :07   CANTO GRANDE,2025-01-14,ACHO,70,41,29,59
RUTA :07   CANTO GRANDE,2025-01-15,ACHO,70,31,39,44
RUTA :07   CANTO GRANDE,2025-01-16,ACHO,70,25,45,36
RUTA :07   CANTO GRANDE,2025-01-17,ACHO,70,35,35,50
RUTA :07   CANTO GRANDE,2025-01-18,ACHO,70,33,37,47
RUTA :07   CANTO GRANDE,2025-01-19,ACHO,60,33,27,55
RUTA :07   CANTO GRANDE,2025-01-20,ACHO,70,36,34,51
RUTA :07   CANTO GRANDE,2025-01-21,ACHO,70,31,39,44
RUTA :07   CANTO GRANDE,2025-01-22,ACHO,70,34,36,49
RUTA :07   CANTO GRANDE,2025-01-23,ACHO,70,32,38,46
RUTA :07   CANTO GRANDE,2025-01-24,ACHO,70,30,40,43
RUTA :07   CANTO GRANDE,2025-01-25,ACHO,70,36,34,51
RUTA :07   CANTO GRANDE,2025-01-26,ACHO,60,38,22,63
RUTA :07   CANTO GRANDE,2025-01-27,ACHO,70,34,36,49
RUTA :07   CANTO GRANDE,2025-01-28,ACHO,70,33,37,47
RUTA :07   CANTO GRANDE,2025-01-29,ACHO,70,32,38,46
RUTA :07   CANTO GRANDE,2025-01-30,ACHO,70,31,39,44
RUTA :07   CANTO GRANDE,2025-01-31,ACHO,70,32,38,46
RUTA :07   CANTO GRANDE,2025-01-01,AZCARRUZ,90,51,39,57
RUTA :07   CANTO GRANDE,2025-01-02,AZCARRUZ,130,54,76,42
RUTA :07   CANTO GRANDE,2025-01-03,AZCARRUZ,130,60,70,46
RUTA :07   CANTO GRANDE,2025-01-04,AZCARRUZ,130,61,69,47
RUTA :07   CANTO GRANDE,2025-01-05,AZCARRUZ,140,69,71,49
RUTA :07   CANTO GRANDE,2025-01-06,AZCARRUZ,130,64,66,49
RUTA :07   CANTO GRANDE,2025-01-07,AZCARRUZ,130,70,60,54
RUTA :07   CANTO GRANDE,2025-01-08,AZCARRUZ,130,63,67,48
RUTA :07   CANTO GRANDE,2025-01-09,AZCARRUZ,130,67,63,52
RUTA :07   CANTO GRANDE,2025-01-10,AZCARRUZ,130,72,58,55
RUTA :07   CANTO GRANDE,2025-01-11,AZCARRUZ,130,61,69,47
RUTA :07   CANTO GRANDE,2025-01-12,AZCARRUZ,140,101,39,72
RUTA :07   CANTO GRANDE,2025-01-13,AZCARRUZ,130,57,73,44
RUTA :07   CANTO GRANDE,2025-01-14,AZCARRUZ,130,81,49,62
RUTA :07   CANTO GRANDE,2025-01-15,AZCARRUZ,130,77,53,59
RUTA :07   CANTO GRANDE,2025-01-16,AZCARRUZ,130,68,62,52
RUTA :07   CANTO GRANDE,2025-01-17,AZCARRUZ,130,61,69,47
RUTA :07   CANTO GRANDE,2025-01-18,AZCARRUZ,130,58,72,45
RUTA :07   CANTO GRANDE,2025-01-19,AZCARRUZ,140,97,43,69
RUTA :07   CANTO GRANDE,2025-01-20,AZCARRUZ,130,50,80,38
RUTA :07   CANTO GRANDE,2025-01-21,AZCARRUZ,130,62,68,48
RUTA :07   CANTO GRANDE,2025-01-22,AZCARRUZ,130,71,59,55
RUTA :07   CANTO GRANDE,2025-01-23,AZCARRUZ,130,85,45,65
RUTA :07   CANTO GRANDE,2025-01-24,AZCARRUZ,130,56,74,43
RUTA :07   CANTO GRANDE,2025-01-25,AZCARRUZ,130,66,64,51
RUTA :07   CANTO GRANDE,2025-01-26,AZCARRUZ,140,88,52,63
RUTA :07   CANTO GRANDE,2025-01-27,AZCARRUZ,130,49,81,38
RUTA :07   CANTO GRANDE,2025-01-28,AZCARRUZ,130,76,54,58
RUTA :07   CANTO GRANDE,2025-01-29,AZCARRUZ,130,64,66,49
RUTA :07   CANTO GRANDE,2025-01-30,AZCARRUZ,130,70,60,54
RUTA :07   CANTO GRANDE,2025-01-31,AZCARRUZ,130,66,64,51
RUTA :07   CANTO GRANDE,2025-01-01,CANTO GRANDE,0,0,0,0
RUTA :07   CANTO GRANDE,2025-01-02,CANTO GRANDE,10,3,7,30
RUTA :07   CANTO GRANDE,2025-01-03,CANTO GRANDE,10,5,5,50
RUTA :07   CANTO GRANDE,2025-01-04,CANTO GRANDE,10,2,8,20
RUTA :07   CANTO GRANDE,2025-01-05,CANTO GRANDE,20,9,11,45
RUTA :07   CANTO GRANDE,2025-01-06,CANTO GRANDE,10,2,8,20
RUTA :07   CANTO GRANDE,2025-01-07,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-08,CANTO GRANDE,10,6,4,60
RUTA :07   CANTO GRANDE,2025-01-09,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-10,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-11,CANTO GRANDE,10,1,9,10
RUTA :07   CANTO GRANDE,2025-01-12,CANTO GRANDE,20,12,8,60
RUTA :07   CANTO GRANDE,2025-01-13,CANTO GRANDE,10,7,3,70
RUTA :07   CANTO GRANDE,2025-01-14,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-15,CANTO GRANDE,10,5,5,50
RUTA :07   CANTO GRANDE,2025-01-16,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-17,CANTO GRANDE,10,5,5,50
RUTA :07   CANTO GRANDE,2025-01-18,CANTO GRANDE,10,2,8,20
RUTA :07   CANTO GRANDE,2025-01-19,CANTO GRANDE,20,13,7,65
RUTA :07   CANTO GRANDE,2025-01-20,CANTO GRANDE,10,1,9,10
RUTA :07   CANTO GRANDE,2025-01-21,CANTO GRANDE,10,6,4,60
RUTA :07   CANTO GRANDE,2025-01-22,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-23,CANTO GRANDE,10,6,4,60
RUTA :07   CANTO GRANDE,2025-01-24,CANTO GRANDE,10,2,8,20
RUTA :07   CANTO GRANDE,2025-01-25,CANTO GRANDE,10,3,7,30
RUTA :07   CANTO GRANDE,2025-01-26,CANTO GRANDE,20,10,10,50
RUTA :07   CANTO GRANDE,2025-01-27,CANTO GRANDE,10,5,5,50
RUTA :07   CANTO GRANDE,2025-01-28,CANTO GRANDE,10,2,8,20
RUTA :07   CANTO GRANDE,2025-01-29,CANTO GRANDE,10,4,6,40
RUTA :07   CANTO GRANDE,2025-01-30,CANTO GRANDE,10,7,3,70
RUTA :07   CANTO GRANDE,2025-01-31,CANTO GRANDE,10,5,5,50
RUTA :07   CANTO GRANDE,2025-01-01,LURIGANCHO 1,100,65,35,100
RUTA :07   CANTO GRANDE,2025-01-02,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-03,LURIGANCHO 1,100,46,54,46
RUTA :07   CANTO GRANDE,2025-01-04,LURIGANCHO 1,100,52,48,52
RUTA :07   CANTO GRANDE,2025-01-05,LURIGANCHO 1,120,62,58,52
RUTA :07   CANTO GRANDE,2025-01-06,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-07,LURIGANCHO 1,100,38,62,38
RUTA :07   CANTO GRANDE,2025-01-08,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-09,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-10,LURIGANCHO 1,100,37,63,37
RUTA :07   CANTO GRANDE,2025-01-11,LURIGANCHO 1,100,49,51,49
RUTA :07   CANTO GRANDE,2025-01-12,LURIGANCHO 1,120,74,46,62
RUTA :07   CANTO GRANDE,2025-01-13,LURIGANCHO 1,100,36,64,36
RUTA :07   CANTO GRANDE,2025-01-14,LURIGANCHO 1,100,38,62,38
RUTA :07   CANTO GRANDE,2025-01-15,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-16,LURIGANCHO 1,100,42,58,42
RUTA :07   CANTO GRANDE,2025-01-17,LURIGANCHO 1,100,43,57,43
RUTA :07   CANTO GRANDE,2025-01-18,LURIGANCHO 1,100,56,44,56
RUTA :07   CANTO GRANDE,2025-01-19,LURIGANCHO 1,120,77,43,64
RUTA :07   CANTO GRANDE,2025-01-20,LURIGANCHO 1,100,39,61,39
RUTA :07   CANTO GRANDE,2025-01-21,LURIGANCHO 1,100,31,69,31
RUTA :07   CANTO GRANDE,2025-01-22,LURIGANCHO 1,100,44,56,44
RUTA :07   CANTO GRANDE,2025-01-23,LURIGANCHO 1,100,40,60,40
RUTA :07   CANTO GRANDE,2025-01-24,LURIGANCHO 1,100,30,70,30
RUTA :07   CANTO GRANDE,2025-01-25,LURIGANCHO 1,100,44,56,44
RUTA :07   CANTO GRANDE,2025-01-26,LURIGANCHO 1,120,72,48,60
RUTA :07   CANTO GRANDE,2025-01-27,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-28,LURIGANCHO 1,100,32,68,32
RUTA :07   CANTO GRANDE,2025-01-29,LURIGANCHO 1,100,43,57,43
RUTA :07   CANTO GRANDE,2025-01-30,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-31,LURIGANCHO 1,100,41,59,41
RUTA :07   CANTO GRANDE,2025-01-01,LURIGANCHO 2,140,40,96,31
RUTA :07   CANTO GRANDE,2025-01-02,LURIGANCHO 2,160,46,114,29
RUTA :07   CANTO GRANDE,2025-01-03,LURIGANCHO 2,160,62,98,39
RUTA :07   CANTO GRANDE,2025-01-04,LURIGANCHO 2,160,55,105,34
RUTA :07   CANTO GRANDE,2025-01-05,LURIGANCHO 2,200,105,95,53
RUTA :07   CANTO GRANDE,2025-01-06,LURIGANCHO 2,160,63,97,39
RUTA :07   CANTO GRANDE,2025-01-07,LURIGANCHO 2,160,65,95,41
RUTA :07   CANTO GRANDE,2025-01-08,LURIGANCHO 2,160,59,101,37
RUTA :07   CANTO GRANDE,2025-01-09,LURIGANCHO 2,160,70,90,44
RUTA :07   CANTO GRANDE,2025-01-10,LURIGANCHO 2,160,66,94,41
RUTA :07   CANTO GRANDE,2025-01-11,LURIGANCHO 2,160,51,109,32
RUTA :07   CANTO GRANDE,2025-01-12,LURIGANCHO 2,200,118,82,59
RUTA :07   CANTO GRANDE,2025-01-13,LURIGANCHO 2,160,59,101,37
RUTA :07   CANTO GRANDE,2025-01-14,LURIGANCHO 2,160,57,103,36
RUTA :07   CANTO GRANDE,2025-01-15,LURIGANCHO 2,160,66,94,41
RUTA :07   CANTO GRANDE,2025-01-16,LURIGANCHO 2,160,64,96,40
RUTA :07   CANTO GRANDE,2025-01-17,LURIGANCHO 2,160,72,88,45
RUTA :07   CANTO GRANDE,2025-01-18,LURIGANCHO 2,160,54,106,34
RUTA :07   CANTO GRANDE,2025-01-19,LURIGANCHO 2,200,119,81,60
RUTA :07   CANTO GRANDE,2025-01-20,LURIGANCHO 2,160,65,95,41
RUTA :07   CANTO GRANDE,2025-01-21,LURIGANCHO 2,160,64,96,40
RUTA :07   CANTO GRANDE,2025-01-22,LURIGANCHO 2,160,64,96,40
RUTA :07   CANTO GRANDE,2025-01-23,LURIGANCHO 2,160,75,85,47
RUTA :07   CANTO GRANDE,2025-01-24,LURIGANCHO 2,160,51,109,32
RUTA :07   CANTO GRANDE,2025-01-25,LURIGANCHO 2,160,53,107,33
RUTA :07   CANTO GRANDE,2025-01-26,LURIGANCHO 2,200,109,91,55
RUTA :07   CANTO GRANDE,2025-01-27,LURIGANCHO 2,160,55,105,34
RUTA :07   CANTO GRANDE,2025-01-28,LURIGANCHO 2,160,57,103,36
RUTA :07   CANTO GRANDE,2025-01-29,LURIGANCHO 2,160,78,82,49
RUTA :07   CANTO GRANDE,2025-01-30,LURIGANCHO 2,160,63,97,39
RUTA :07   CANTO GRANDE,2025-01-31,LURIGANCHO 2,160,76,84,48
RUTA :07   CANTO GRANDE,2025-01-01,EL AGUSTINO,0,0,0,0
RUTA :07   CANTO GRANDE,2025-01-02,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-03,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-04,EL AGUSTINO,50,32,18,64
RUTA :07   CANTO GRANDE,2025-01-05,EL AGUSTINO,60,28,32,47
RUTA :07   CANTO GRANDE,2025-01-06,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-07,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-08,EL AGUSTINO,50,23,27,46
RUTA :07   CANTO GRANDE,2025-01-09,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-10,EL AGUSTINO,50,25,25,50
RUTA :07   CANTO GRANDE,2025-01-11,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-12,EL AGUSTINO,60,35,25,58
RUTA :07   CANTO GRANDE,2025-01-13,EL AGUSTINO,50,26,24,52
RUTA :07   CANTO GRANDE,2025-01-14,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-15,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-16,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-17,EL AGUSTINO,50,23,27,46
RUTA :07   CANTO GRANDE,2025-01-18,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-19,EL AGUSTINO,60,28,32,47
RUTA :07   CANTO GRANDE,2025-01-20,EL AGUSTINO,50,25,25,50
RUTA :07   CANTO GRANDE,2025-01-21,EL AGUSTINO,50,25,25,50
RUTA :07   CANTO GRANDE,2025-01-22,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-23,EL AGUSTINO,50,22,28,44
RUTA :07   CANTO GRANDE,2025-01-24,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-25,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-26,EL AGUSTINO,60,35,25,58
RUTA :07   CANTO GRANDE,2025-01-27,EL AGUSTINO,50,22,28,44
RUTA :07   CANTO GRANDE,2025-01-28,EL AGUSTINO,50,25,25,50
RUTA :07   CANTO GRANDE,2025-01-29,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-30,EL AGUSTINO,50,20,30,40
RUTA :07   CANTO GRANDE,2025-01-31,EL AGUSTINO,50,25,25,50
RUTA :07   CANTO GRANDE,2025-01-01,CANTO REY II,50,8,42,16
RUTA :07   CANTO GRANDE,2025-01-02,CANTO REY II,50,9,41,18
RUTA :07   CANTO GRANDE,2025-01-03,CANTO REY II,50,10,40,20
RUTA :07   CANTO GRANDE,2025-01-04,CANTO REY II,50,6,44,12
RUTA :07   CANTO GRANDE,2025-01-05,CANTO REY II,60,10,50,17
RUTA :07   CANTO GRANDE,2025-01-06,CANTO REY II,50,8,42,16
RUTA :07   CANTO GRANDE,2025-01-07,CANTO REY II,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-08,CANTO REY II,50,9,41,18
RUTA :07   CANTO GRANDE,2025-01-09,CANTO REY II,50,16,34,32
RUTA :07   CANTO GRANDE,2025-01-10,CANTO REY II,50,9,41,18
RUTA :07   CANTO GRANDE,2025-01-11,CANTO REY II,50,3,47,6
RUTA :07   CANTO GRANDE,2025-01-12,CANTO REY II,60,18,42,30
RUTA :07   CANTO GRANDE,2025-01-13,CANTO REY II,50,9,41,18
RUTA :07   CANTO GRANDE,2025-01-14,CANTO REY II,50,17,33,34
RUTA :07   CANTO GRANDE,2025-01-15,CANTO REY II,50,13,37,26
RUTA :07   CANTO GRANDE,2025-01-16,CANTO REY II,50,17,33,34
RUTA :07   CANTO GRANDE,2025-01-17,CANTO REY II,50,13,37,26
RUTA :07   CANTO GRANDE,2025-01-18,CANTO REY II,50,5,45,10
RUTA :07   CANTO GRANDE,2025-01-19,CANTO REY II,60,15,45,25
RUTA :07   CANTO GRANDE,2025-01-20,CANTO REY II,50,11,39,22
RUTA :07   CANTO GRANDE,2025-01-21,CANTO REY II,50,11,39,22
RUTA :07   CANTO GRANDE,2025-01-22,CANTO REY II,50,11,39,22
RUTA :07   CANTO GRANDE,2025-01-23,CANTO REY II,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-24,CANTO REY II,50,6,44,12
RUTA :07   CANTO GRANDE,2025-01-25,CANTO REY II,50,8,42,16
RUTA :07   CANTO GRANDE,2025-01-26,CANTO REY II,60,22,38,37
RUTA :07   CANTO GRANDE,2025-01-27,CANTO REY II,50,10,40,20
RUTA :07   CANTO GRANDE,2025-01-28,CANTO REY II,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-29,CANTO REY II,50,14,36,28
RUTA :07   CANTO GRANDE,2025-01-30,CANTO REY II,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-31,CANTO REY II,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-01,EL AGUSTINO,50,35,15,70
RUTA :07   CANTO GRANDE,2025-01-02,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-03,EL AGUSTINO,50,35,15,70
RUTA :07   CANTO GRANDE,2025-01-04,EL AGUSTINO,50,23,27,46
RUTA :07   CANTO GRANDE,2025-01-05,EL AGUSTINO,60,25,35,42
RUTA :07   CANTO GRANDE,2025-01-06,EL AGUSTINO,50,26,24,52
RUTA :07   CANTO GRANDE,2025-01-07,EL AGUSTINO,50,23,27,46
RUTA :07   CANTO GRANDE,2025-01-08,EL AGUSTINO,50,23,27,46
RUTA :07   CANTO GRANDE,2025-01-09,EL AGUSTINO,50,24,26,48
RUTA :07   CANTO GRANDE,2025-01-10,EL AGUSTINO,50,19,31,38
RUTA :07   CANTO GRANDE,2025-01-11,EL AGUSTINO,50,12,38,24
RUTA :07   CANTO GRANDE,2025-01-12,EL AGUSTINO,60,33,27,55
RUTA :07   CANTO GRANDE,2025-01-13,EL AGUSTINO,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-14,EL AGUSTINO,50,21,29,42
RUTA :07   CANTO GRANDE,2025-01-15,EL AGUSTINO,50,23,27,46
RUTA :07   CANTO GRANDE,2025-01-16,EL AGUSTINO,50,30,20,60
RUTA :07   CANTO GRANDE,2025-01-17,EL AGUSTINO,50,35,15,70
RUTA :07   CANTO GRANDE,2025-01-18,EL AGUSTINO,50,26,24,52
RUTA :07   CANTO GRANDE,2025-01-19,EL AGUSTINO,60,34,26,57
RUTA :07   CANTO GRANDE,2025-01-20,EL AGUSTINO,50,19,31,38
RUTA :07   CANTO GRANDE,2025-01-21,EL AGUSTINO,50,15,35,30
RUTA :07   CANTO GRANDE,2025-01-22,EL AGUSTINO,50,21,29,42
RUTA :07   CANTO GRANDE,2025-01-23,EL AGUSTINO,50,22,28,44
